Order_ID,Order_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
3959,2024-12-05,C1180,South,Accessories,Keyboard,5,37.06,0.15,157.5,129.66,27.84,0.17676190476190476,2024,12,Dec,2024-12
3960,2024-08-28,C1198,South,Accessories,Mouse,3,23.27,0.2,55.85,50.1,5.75,0.10295434198746642,2024,8,Aug,2024-08
3961,2025-06-21,C1141,Central,Accessories,Backpack,7,48.52,0.05,322.66,273.72,48.94,0.1516766875348664,2025,6,Jun,2025-06
3962,2025-11-21,C1556,South,Furniture,Desk,3,263.25,0.1,710.78,619.49,91.29,0.12843636568277106,2025,11,Nov,2025-11
3963,2025-12-08,C1263,North,Electronics,Laptop,3,595.86,0.0,1787.58,1227.86,559.72,0.3131160563443315,2025,12,Dec,2025-12
3964,2025-03-06,C1411,South,Furniture,Office Chair,4,190.25,0.05,722.95,618.06,104.89,0.1450861055398022,2025,3,Mar,2025-03
3965,2024-11-11,C1416,East,Office Supplies,Printer Paper,5,11.85,0.1,53.32,46.41,6.91,0.12959489872468116,2024,11,Nov,2024-11
3966,2024-01-24,C1468,Central,Electronics,Laptop,6,607.65,0.15,3099.01,2693.7,405.31,0.13078692872885211,2024,1,Jan,2024-01
3967,2024-07-24,C1340,North,Furniture,Table Lamp,1,50.59,0.0,50.59,30.56,20.03,0.39592804902154577,2024,7,Jul,2024-07
3968,2025-10-31,C1197,South,Office Supplies,Pen Set,1,9.14,0.1,8.23,6.37,1.86,0.22600243013365734,2025,10,Oct,2025-10
3969,2025-05-12,C1002,West,Accessories,Mouse,3,25.2,0.1,68.04,58.82,9.22,0.1355085243974133,2025,5,May,2025-05
3970,2024-04-30,C1475,North,Electronics,Laptop,6,648.73,0.1,3503.14,2263.49,1239.65,0.35386824391831334,2024,4,Apr,2024-04
3971,2024-12-29,C1159,East,Office Supplies,Notebook,2,8.04,0.2,12.86,12.59,0.27,0.02099533437013997,2024,12,Dec,2024-12
3972,2025-06-22,C1105,West,Furniture,Office Chair,6,175.92,0.0,1055.52,776.27,279.25,0.2645615431256632,2025,6,Jun,2025-06
3973,2024-07-21,C1438,East,Furniture,Office Chair,4,162.75,0.15,553.35,424.17,129.18,0.2334507996747086,2024,7,Jul,2024-07
3974,2024-09-22,C1480,South,Electronics,Headphones,2,90.09,0.15,153.15,114.89,38.26,0.24982043747959515,2024,9,Sep,2024-09
3975,2024-06-07,C1392,Central,Furniture,Bookshelf,1,149.42,0.05,141.95,95.86,46.09,0.32469179288481864,2024,6,Jun,2024-06
3976,2024-12-08,C1327,North,Office Supplies,Printer Paper,1,12.76,0.05,12.12,8.16,3.96,0.32673267326732675,2024,12,Dec,2024-12
3977,2024-02-06,C1075,West,Furniture,Table Lamp,1,53.88,0.05,51.19,33.41,17.78,0.347333463567103,2024,2,Feb,2024-02
3978,2025-12-24,C1184,Central,Accessories,USB Hub,6,27.54,0.1,148.72,107.03,41.69,0.2803254437869822,2025,12,Dec,2025-12
3979,2024-10-19,C1446,South,Electronics,Laptop,4,631.56,0.05,2399.93,2070.8,329.13,0.13714149996041552,2024,10,Oct,2024-10
3980,2024-08-19,C1494,West,Accessories,Keyboard,3,31.75,0.1,85.72,67.28,18.44,0.21511899206719554,2024,8,Aug,2024-08
3981,2025-05-03,C1072,North,Accessories,Keyboard,7,36.94,0.05,245.65,191.27,54.38,0.22137187054752697,2025,5,May,2025-05
3982,2025-07-09,C1094,East,Accessories,USB Hub,2,32.69,0.05,62.11,53.0,9.11,0.1466752535823539,2025,7,Jul,2025-07
3983,2025-05-19,C1448,East,Office Supplies,Pen Set,1,10.42,0.0,10.42,7.19,3.23,0.30998080614203455,2025,5,May,2025-05
3984,2024-02-21,C1282,South,Electronics,Smartphone,3,468.06,0.05,1333.97,977.95,356.02,0.266887561189532,2024,2,Feb,2024-02
3985,2025-02-01,C1476,South,Office Supplies,Printer Paper,7,11.96,0.1,75.35,68.48,6.87,0.0911745189117452,2025,2,Feb,2025-02
3986,2025-03-27,C1204,North,Accessories,USB Hub,6,28.07,0.1,151.58,98.37,53.21,0.351035756696134,2025,3,Mar,2025-03
3987,2024-03-26,C1290,North,Electronics,Laptop,6,691.27,0.1,3732.86,3242.93,489.93,0.13124789035752746,2024,3,Mar,2024-03
3988,2024-01-21,C1386,South,Furniture,Desk,4,253.62,0.1,913.03,632.16,280.87,0.30762406492667277,2024,1,Jan,2024-01
3989,2025-11-19,C1337,South,Accessories,Keyboard,5,32.15,0.0,160.75,104.2,56.55,0.3517884914463452,2025,11,Nov,2025-11
3990,2024-08-01,C1591,North,Accessories,Mouse,2,25.27,0.15,42.96,37.69,5.27,0.12267225325884543,2024,8,Aug,2024-08
3991,2025-02-22,C1106,West,Electronics,Headphones,4,90.85,0.1,327.06,282.39,44.67,0.13658044395523758,2025,2,Feb,2025-02
3992,2025-01-01,C1269,North,Accessories,Mouse,5,23.65,0.0,118.25,85.62,32.63,0.27594080338266386,2025,1,Jan,2025-01
3993,2024-03-13,C1032,East,Office Supplies,Stapler,1,13.9,0.0,13.9,10.2,3.7,0.26618705035971224,2024,3,Mar,2024-03
3994,2025-09-11,C1218,West,Office Supplies,Pen Set,7,10.9,0.1,68.67,57.08,11.59,0.16877821464977427,2025,9,Sep,2025-09
3995,2024-02-10,C1065,West,Electronics,Headphones,3,98.54,0.15,251.28,229.62,21.66,0.08619866284622732,2024,2,Feb,2024-02
3996,2025-07-06,C1364,South,Accessories,USB Hub,2,30.73,0.0,61.46,42.36,19.1,0.3107712333224862,2025,7,Jul,2025-07
3997,2024-03-13,C1187,Central,Electronics,Monitor,7,229.68,0.1,1446.98,1069.53,377.45,0.2608536399950241,2024,3,Mar,2024-03
3998,2024-02-26,C1106,East,Office Supplies,Printer Paper,2,10.95,0.0,21.9,14.63,7.27,0.3319634703196347,2024,2,Feb,2024-02
3999,2025-01-25,C1360,West,Furniture,Desk,3,260.11,0.0,780.33,589.06,191.27,0.24511424653672165,2025,1,Jan,2025-01
4000,2025-08-16,C1596,South,Electronics,Laptop,1,655.9,0.15,557.52,430.81,126.71,0.22727435787056965,2025,8,Aug,2025-08
4001,2024-08-17,C1009,North,Office Supplies,Printer Paper,7,11.45,0.0,80.15,48.26,31.89,0.3978789769182782,2024,8,Aug,2024-08
4002,2024-08-14,C1296,North,Accessories,Mouse,7,23.34,0.1,147.04,112.33,34.71,0.23605821545157782,2024,8,Aug,2024-08
4003,2024-07-16,C1084,Central,Accessories,Backpack,7,42.61,0.0,298.27,204.64,93.63,0.3139102155764911,2024,7,Jul,2024-07
4004,2025-09-15,C1503,West,Accessories,Backpack,5,42.86,0.1,192.87,138.98,53.89,0.279411002229481,2025,9,Sep,2025-09
4005,2025-07-19,C1379,South,Electronics,Monitor,5,230.05,0.0,1150.25,894.5,255.75,0.22234296891980004,2025,7,Jul,2025-07
4006,2025-08-05,C1060,North,Electronics,Laptop,1,655.57,0.05,622.79,529.15,93.64,0.15035565760529232,2025,8,Aug,2025-08
4007,2024-11-07,C1351,West,Electronics,Smartphone,7,464.86,0.15,2765.92,2513.01,252.91,0.09143793023659397,2024,11,Nov,2024-11
4008,2024-11-01,C1536,South,Office Supplies,Printer Paper,7,12.18,0.1,76.73,54.96,21.77,0.28372214257787043,2024,11,Nov,2024-11
4009,2025-01-10,C1378,North,Electronics,Monitor,6,207.34,0.1,1119.64,999.63,120.01,0.10718623843378228,2025,1,Jan,2025-01
4010,2024-02-08,C1322,Central,Electronics,Monitor,2,209.12,0.05,397.33,334.09,63.24,0.1591624090806131,2024,2,Feb,2024-02
4011,2025-08-12,C1187,Central,Furniture,Table Lamp,1,57.83,0.1,52.05,33.64,18.41,0.35369836695485113,2025,8,Aug,2025-08
4012,2024-02-24,C1230,East,Electronics,Laptop,3,596.35,0.0,1789.05,1400.39,388.66,0.21724378860288981,2024,2,Feb,2024-02
4013,2024-06-02,C1251,South,Furniture,Bookshelf,4,142.56,0.0,570.24,432.48,137.76,0.24158249158249157,2024,6,Jun,2024-06
4014,2025-02-06,C1059,West,Office Supplies,Pen Set,2,10.57,0.1,19.03,12.74,6.29,0.3305307409353652,2025,2,Feb,2025-02
4015,2025-12-07,C1220,West,Office Supplies,Printer Paper,6,12.13,0.1,65.5,52.73,12.77,0.1949618320610687,2025,12,Dec,2025-12
4016,2025-11-25,C1009,Central,Furniture,Table Lamp,3,51.19,0.1,138.21,97.69,40.52,0.293177049417553,2025,11,Nov,2025-11
4017,2025-01-01,C1058,West,Accessories,USB Hub,5,31.96,0.1,143.82,104.67,39.15,0.27221526908635796,2025,1,Jan,2025-01
4018,2024-05-19,C1072,East,Accessories,Keyboard,3,31.95,0.05,91.06,70.24,20.82,0.22864045684164286,2024,5,May,2024-05
4019,2025-03-07,C1188,West,Office Supplies,Stapler,7,14.17,0.0,99.19,76.96,22.23,0.22411533420707733,2025,3,Mar,2025-03
4020,2024-05-30,C1370,South,Furniture,Bookshelf,2,136.32,0.1,245.38,204.85,40.53,0.1651723856875051,2024,5,May,2024-05
4021,2024-01-20,C1282,East,Furniture,Office Chair,6,194.66,0.05,1109.56,900.9,208.66,0.18805652691156854,2024,1,Jan,2024-01
4022,2025-04-20,C1390,Central,Electronics,Monitor,6,230.64,0.0,1383.84,1067.42,316.42,0.22865360157243614,2025,4,Apr,2025-04
4023,2024-12-02,C1006,West,Furniture,Office Chair,4,183.03,0.0,732.12,567.47,164.65,0.22489482598481125,2024,12,Dec,2024-12
4024,2025-02-17,C1258,North,Electronics,Smartphone,6,469.76,0.0,2818.56,1698.5,1120.06,0.3973873183469573,2025,2,Feb,2025-02
4025,2025-03-26,C1550,South,Electronics,Smartphone,4,451.49,0.05,1715.66,1350.01,365.65,0.21312497814252238,2025,3,Mar,2025-03
4026,2025-08-09,C1134,North,Electronics,Headphones,1,85.51,0.15,72.68,59.05,13.63,0.18753439735828287,2025,8,Aug,2025-08
4027,2025-10-16,C1211,North,Accessories,Backpack,6,48.43,0.05,276.05,181.29,94.76,0.3432711465314255,2025,10,Oct,2025-10
4028,2025-03-28,C1319,Central,Furniture,Desk,7,274.82,0.05,1827.55,1149.0,678.55,0.37128943120571256,2025,3,Mar,2025-03
4029,2024-04-26,C1231,East,Electronics,Laptop,2,668.45,0.15,1136.36,781.34,355.02,0.3124185997395192,2024,4,Apr,2024-04
4030,2025-05-30,C1222,South,Furniture,Table Lamp,3,57.69,0.1,155.76,111.72,44.04,0.2827426810477658,2025,5,May,2025-05
4031,2025-08-28,C1210,South,Accessories,Keyboard,2,37.51,0.1,67.52,43.85,23.67,0.35056279620853087,2025,8,Aug,2025-08
4032,2025-08-07,C1390,South,Office Supplies,Pen Set,5,9.96,0.1,44.82,39.17,5.65,0.12605979473449352,2025,8,Aug,2025-08
4033,2024-04-29,C1564,West,Electronics,Monitor,1,231.51,0.2,185.21,166.1,19.11,0.1031801738567032,2024,4,Apr,2024-04
4034,2024-06-28,C1494,East,Office Supplies,Stapler,6,15.49,0.0,92.94,56.02,36.92,0.3972455347536045,2024,6,Jun,2024-06
4035,2024-06-30,C1531,East,Electronics,Monitor,7,219.91,0.1,1385.43,1187.02,198.41,0.1432118548032019,2024,6,Jun,2024-06
4036,2025-12-27,C1171,Central,Electronics,Headphones,3,90.79,0.05,258.75,158.31,100.44,0.38817391304347826,2025,12,Dec,2025-12
4037,2024-09-08,C1068,West,Electronics,Laptop,5,664.78,0.05,3157.7,1999.48,1158.22,0.366792285524274,2024,9,Sep,2024-09
4038,2024-04-13,C1193,East,Accessories,Mouse,4,24.88,0.2,79.62,59.74,19.88,0.24968600854056766,2024,4,Apr,2024-04
4039,2025-01-15,C1278,North,Electronics,Headphones,3,96.45,0.1,260.42,219.48,40.94,0.15720758774287688,2025,1,Jan,2025-01
4040,2024-06-24,C1121,West,Accessories,Keyboard,7,31.53,0.2,176.57,171.38,5.19,0.029393441694512096,2024,6,Jun,2024-06
4041,2025-07-28,C1352,West,Electronics,Laptop,3,605.41,0.0,1816.23,1442.32,373.91,0.20587150305853336,2025,7,Jul,2025-07
4042,2025-06-15,C1543,North,Accessories,Keyboard,3,32.75,0.15,83.51,76.3,7.21,0.08633696563285834,2025,6,Jun,2025-06
4043,2025-01-14,C1449,South,Office Supplies,Printer Paper,3,12.68,0.0,38.04,30.74,7.3,0.19190325972660358,2025,1,Jan,2025-01
4044,2024-03-23,C1494,North,Furniture,Table Lamp,4,56.42,0.05,214.4,131.55,82.85,0.38642723880597013,2024,3,Mar,2024-03
4045,2024-08-23,C1439,West,Office Supplies,Notebook,5,7.62,0.0,38.1,31.2,6.9,0.18110236220472442,2024,8,Aug,2024-08
4046,2024-02-07,C1570,West,Office Supplies,Notebook,5,8.27,0.0,41.35,25.83,15.52,0.37533252720677146,2024,2,Feb,2024-02
4047,2024-11-28,C1260,Central,Electronics,Smartphone,5,465.93,0.0,2329.65,1487.49,842.16,0.36149636211448066,2024,11,Nov,2024-11
4048,2024-12-26,C1295,West,Electronics,Monitor,3,206.24,0.05,587.78,461.77,126.01,0.21438293238966963,2024,12,Dec,2024-12
4049,2024-06-10,C1385,West,Electronics,Monitor,4,238.24,0.0,952.96,615.92,337.04,0.3536769644056414,2024,6,Jun,2024-06
4050,2025-05-01,C1022,South,Furniture,Desk,3,254.84,0.05,726.29,535.5,190.79,0.2626912114995388,2025,5,May,2025-05
4051,2025-12-14,C1560,East,Electronics,Headphones,5,87.33,0.0,436.65,290.43,146.22,0.33486774304362765,2025,12,Dec,2025-12
4052,2025-04-06,C1456,East,Office Supplies,Stapler,3,16.37,0.1,44.2,28.59,15.61,0.3531674208144796,2025,4,Apr,2025-04
4053,2025-04-21,C1337,North,Office Supplies,Printer Paper,5,10.8,0.05,51.3,34.82,16.48,0.32124756335282656,2025,4,Apr,2025-04
4054,2025-11-02,C1580,East,Electronics,Monitor,3,207.28,0.05,590.75,369.14,221.61,0.37513330512060944,2025,11,Nov,2025-11
4055,2024-03-10,C1421,North,Electronics,Laptop,7,630.48,0.15,3751.36,3134.43,616.93,0.1644550243111831,2024,3,Mar,2024-03
4056,2025-07-10,C1011,North,Office Supplies,Printer Paper,7,12.83,0.05,85.32,63.62,21.7,0.2543366150961088,2025,7,Jul,2025-07
4057,2024-09-08,C1226,South,Furniture,Desk,6,240.27,0.1,1297.46,905.51,391.95,0.30209023784933636,2024,9,Sep,2024-09
4058,2025-10-14,C1515,Central,Furniture,Desk,4,270.2,0.1,972.72,674.19,298.53,0.30690229459659507,2025,10,Oct,2025-10
4059,2025-01-12,C1358,South,Electronics,Monitor,5,229.27,0.1,1031.72,809.69,222.03,0.21520373744814483,2025,1,Jan,2025-01
4060,2024-09-29,C1329,West,Office Supplies,Printer Paper,1,12.49,0.05,11.87,9.64,2.23,0.18786857624262848,2024,9,Sep,2024-09
4061,2024-02-16,C1439,East,Furniture,Office Chair,7,166.65,0.15,991.57,688.16,303.41,0.3059894914126083,2024,2,Feb,2024-02
4062,2024-02-06,C1330,North,Electronics,Smartphone,3,473.76,0.05,1350.22,1001.51,348.71,0.2582616166254388,2024,2,Feb,2024-02
4063,2024-05-04,C1008,South,Electronics,Laptop,2,707.27,0.0,1414.54,908.45,506.09,0.3577770865440355,2024,5,May,2024-05
4064,2025-11-26,C1540,South,Furniture,Bookshelf,6,144.18,0.0,865.08,641.56,223.52,0.25838072779396126,2025,11,Nov,2025-11
4065,2024-02-16,C1260,West,Office Supplies,Printer Paper,7,12.75,0.0,89.25,56.75,32.5,0.3641456582633053,2024,2,Feb,2024-02
4066,2025-11-06,C1567,West,Office Supplies,Stapler,6,13.78,0.2,66.14,63.21,2.93,0.04429996976111279,2025,11,Nov,2025-11
4067,2024-12-04,C1475,West,Electronics,Headphones,3,89.23,0.1,240.92,159.53,81.39,0.33782998505728046,2024,12,Dec,2024-12
4068,2025-06-07,C1552,West,Accessories,Backpack,7,44.44,0.1,279.97,204.24,75.73,0.27049326713576455,2025,6,Jun,2025-06
4069,2025-07-09,C1469,West,Accessories,Mouse,3,26.44,0.1,71.39,54.34,17.05,0.23882896764252698,2025,7,Jul,2025-07
4070,2025-01-02,C1297,Central,Furniture,Table Lamp,6,55.8,0.1,301.32,259.66,41.66,0.13825833001460242,2025,1,Jan,2025-01
4071,2024-04-04,C1147,East,Furniture,Table Lamp,7,52.09,0.0,364.63,240.63,124.0,0.3400707566574336,2024,4,Apr,2024-04
4072,2024-01-17,C1587,North,Electronics,Monitor,6,221.47,0.1,1195.94,1085.05,110.89,0.09272204291185177,2024,1,Jan,2024-01
4073,2025-01-29,C1505,West,Electronics,Headphones,6,91.37,0.0,548.22,361.49,186.73,0.34061143336616684,2025,1,Jan,2025-01
4074,2025-08-17,C1172,West,Electronics,Headphones,2,89.37,0.0,178.74,134.84,43.9,0.2456081459102607,2025,8,Aug,2025-08
4075,2025-05-03,C1591,East,Electronics,Headphones,1,97.61,0.05,92.73,77.89,14.84,0.16003450878895717,2025,5,May,2025-05
4076,2024-07-31,C1221,North,Furniture,Bookshelf,4,135.75,0.0,543.0,438.19,104.81,0.19302025782688767,2024,7,Jul,2024-07
4077,2024-06-24,C1427,Central,Electronics,Laptop,2,656.52,0.0,1313.04,883.29,429.75,0.32729391336135993,2024,6,Jun,2024-06
4078,2024-09-24,C1425,East,Accessories,Keyboard,4,37.34,0.0,149.36,100.33,49.03,0.3282672737011248,2024,9,Sep,2024-09
4079,2024-01-21,C1124,South,Furniture,Bookshelf,1,141.31,0.1,127.18,88.38,38.8,0.3050794150023588,2024,1,Jan,2024-01
4080,2024-04-10,C1299,West,Office Supplies,Notebook,6,8.51,0.0,51.06,36.48,14.58,0.28554641598119856,2024,4,Apr,2024-04
4081,2024-10-08,C1209,South,Office Supplies,Notebook,1,8.38,0.1,7.54,5.14,2.4,0.3183023872679045,2024,10,Oct,2024-10
4082,2024-08-02,C1233,East,Furniture,Bookshelf,2,134.99,0.05,256.48,175.58,80.9,0.31542420461634435,2024,8,Aug,2024-08
4083,2024-02-10,C1074,North,Furniture,Bookshelf,2,151.33,0.05,287.53,217.32,70.21,0.24418321566445242,2024,2,Feb,2024-02
4084,2025-10-18,C1020,Central,Furniture,Desk,2,245.52,0.15,417.38,386.35,31.03,0.0743447218362164,2025,10,Oct,2025-10
4085,2025-02-26,C1014,West,Electronics,Headphones,1,95.49,0.05,90.72,67.05,23.67,0.26091269841269843,2025,2,Feb,2025-02
4086,2024-11-01,C1324,Central,Office Supplies,Notebook,6,8.24,0.05,46.97,35.93,11.04,0.23504364487971044,2024,11,Nov,2024-11
4087,2025-06-07,C1204,Central,Electronics,Monitor,5,231.14,0.0,1155.7,829.34,326.36,0.2823916241239076,2025,6,Jun,2025-06
4088,2024-02-13,C1095,East,Accessories,Keyboard,1,33.61,0.0,33.61,25.74,7.87,0.23415650104135674,2024,2,Feb,2024-02
4089,2025-06-23,C1471,East,Accessories,Backpack,1,45.45,0.0,45.45,27.74,17.71,0.38965896589658966,2025,6,Jun,2025-06
4090,2024-10-10,C1578,West,Accessories,Mouse,1,24.52,0.05,23.29,16.55,6.74,0.28939458995276945,2024,10,Oct,2024-10
4091,2024-06-25,C1273,Central,Furniture,Table Lamp,6,58.61,0.15,298.91,253.62,45.29,0.1515171790840052,2024,6,Jun,2024-06
4092,2024-07-16,C1140,South,Office Supplies,Notebook,5,8.28,0.0,41.4,32.84,8.56,0.2067632850241546,2024,7,Jul,2024-07
4093,2025-01-28,C1169,Central,Office Supplies,Stapler,5,14.04,0.0,70.2,48.93,21.27,0.30299145299145297,2025,1,Jan,2025-01
4094,2025-06-21,C1302,West,Accessories,Keyboard,1,34.62,0.0,34.62,22.92,11.7,0.3379549393414211,2025,6,Jun,2025-06
4095,2025-10-14,C1064,West,Electronics,Headphones,7,84.93,0.1,535.06,397.76,137.3,0.2566067356931933,2025,10,Oct,2025-10
4096,2024-08-06,C1038,North,Office Supplies,Stapler,1,13.78,0.05,13.09,10.01,3.08,0.23529411764705882,2024,8,Aug,2024-08
4097,2024-06-30,C1508,Central,Accessories,Keyboard,7,33.33,0.15,198.31,158.62,39.69,0.200141193081539,2024,6,Jun,2024-06
4098,2025-09-01,C1208,North,Electronics,Monitor,1,235.22,0.1,211.7,158.99,52.71,0.24898441190363724,2025,9,Sep,2025-09
4099,2024-10-26,C1030,West,Office Supplies,Printer Paper,3,12.63,0.05,36.0,26.84,9.16,0.2544444444444445,2024,10,Oct,2024-10
4100,2025-01-11,C1172,North,Furniture,Bookshelf,6,137.98,0.15,703.7,617.36,86.34,0.12269432997015774,2025,1,Jan,2025-01
4101,2025-12-02,C1128,North,Accessories,Backpack,5,43.2,0.0,216.0,142.68,73.32,0.33944444444444444,2025,12,Dec,2025-12
4102,2025-11-26,C1571,South,Office Supplies,Stapler,2,14.01,0.2,22.42,20.69,1.73,0.07716324710080284,2025,11,Nov,2025-11
4103,2025-08-26,C1091,West,Office Supplies,Pen Set,1,10.31,0.1,9.28,7.86,1.42,0.15301724137931036,2025,8,Aug,2025-08
4104,2025-03-11,C1490,Central,Electronics,Monitor,5,227.12,0.05,1078.82,859.56,219.26,0.20324057766819303,2025,3,Mar,2025-03
4105,2024-05-12,C1384,North,Accessories,Mouse,2,25.57,0.0,51.14,32.26,18.88,0.369182635901447,2024,5,May,2024-05
4106,2024-11-14,C1022,North,Furniture,Bookshelf,7,131.77,0.1,830.15,720.54,109.61,0.13203637896765644,2024,11,Nov,2024-11
4107,2025-07-01,C1538,South,Accessories,USB Hub,5,29.06,0.2,116.24,110.64,5.6,0.04817618719889883,2025,7,Jul,2025-07
4108,2025-06-18,C1558,West,Office Supplies,Pen Set,1,10.7,0.0,10.7,7.29,3.41,0.3186915887850468,2025,6,Jun,2025-06
4109,2025-06-28,C1305,East,Accessories,Backpack,4,40.68,0.15,138.31,95.53,42.78,0.30930518400694096,2025,6,Jun,2025-06
4110,2024-07-18,C1070,West,Furniture,Bookshelf,3,138.74,0.15,353.79,245.79,108.0,0.30526583566522514,2024,7,Jul,2024-07
4111,2025-08-10,C1099,North,Electronics,Smartphone,6,477.37,0.05,2721.01,2227.11,493.9,0.18151348212612226,2025,8,Aug,2025-08
4112,2024-12-26,C1396,South,Accessories,Mouse,7,26.23,0.1,165.25,109.84,55.41,0.33531013615733735,2024,12,Dec,2024-12
4113,2024-06-29,C1366,North,Electronics,Headphones,4,96.38,0.0,385.52,277.09,108.43,0.281256484747873,2024,6,Jun,2024-06
4114,2024-04-20,C1490,North,Office Supplies,Notebook,2,8.48,0.1,15.26,12.05,3.21,0.21035386631716907,2024,4,Apr,2024-04
4115,2024-12-05,C1385,East,Accessories,Mouse,3,25.65,0.0,76.95,61.74,15.21,0.1976608187134503,2024,12,Dec,2024-12
4116,2025-08-04,C1239,West,Electronics,Headphones,6,86.98,0.0,521.88,337.82,184.06,0.35268644132750826,2025,8,Aug,2025-08
4117,2025-06-12,C1425,North,Electronics,Laptop,2,688.36,0.1,1239.05,876.71,362.34,0.2924337193817844,2025,6,Jun,2025-06
4118,2024-03-02,C1103,East,Accessories,Keyboard,5,38.25,0.0,191.25,123.04,68.21,0.3566535947712418,2024,3,Mar,2024-03
4119,2024-01-28,C1168,Central,Office Supplies,Printer Paper,6,12.04,0.0,72.24,56.66,15.58,0.21566998892580289,2024,1,Jan,2024-01
4120,2025-07-31,C1300,North,Electronics,Headphones,4,81.76,0.15,277.98,206.35,71.63,0.2576804086624937,2025,7,Jul,2025-07
4121,2024-11-13,C1578,Central,Furniture,Bookshelf,5,147.19,0.05,699.15,480.79,218.36,0.3123221054137167,2024,11,Nov,2024-11
4122,2025-09-13,C1004,West,Office Supplies,Stapler,2,15.61,0.05,29.66,19.76,9.9,0.3337828725556305,2025,9,Sep,2025-09
4123,2024-11-15,C1028,Central,Furniture,Desk,2,283.76,0.05,539.14,412.94,126.2,0.23407649219126758,2024,11,Nov,2024-11
4124,2025-06-11,C1344,Central,Furniture,Table Lamp,4,50.62,0.1,182.23,147.35,34.88,0.19140646435822864,2025,6,Jun,2025-06
4125,2024-02-22,C1397,South,Furniture,Desk,7,237.76,0.05,1581.1,1284.43,296.67,0.18763519069002596,2024,2,Feb,2024-02
4126,2024-07-12,C1082,North,Electronics,Monitor,1,216.12,0.1,194.51,154.93,39.58,0.20348568197007866,2024,7,Jul,2024-07
4127,2025-02-01,C1414,West,Electronics,Monitor,6,199.6,0.0,1197.6,837.17,360.43,0.3009602538410154,2025,2,Feb,2025-02
4128,2025-12-20,C1257,North,Office Supplies,Notebook,6,7.79,0.2,37.39,29.3,8.09,0.2163680128376571,2025,12,Dec,2025-12
4129,2024-07-11,C1281,East,Office Supplies,Printer Paper,6,12.83,0.0,76.98,61.44,15.54,0.20187061574434917,2024,7,Jul,2024-07
4130,2024-11-28,C1488,West,Electronics,Laptop,7,654.55,0.0,4581.85,3442.07,1139.78,0.24875978043803265,2024,11,Nov,2024-11
4131,2025-07-09,C1578,West,Furniture,Office Chair,4,177.16,0.0,708.64,417.1,291.54,0.4114077669902913,2025,7,Jul,2025-07
4132,2025-07-12,C1552,East,Electronics,Headphones,6,89.97,0.1,485.84,419.63,66.21,0.13627943355837313,2025,7,Jul,2025-07
4133,2024-04-06,C1084,South,Accessories,Backpack,6,49.04,0.1,264.82,221.68,43.14,0.16290310399516653,2024,4,Apr,2024-04
4134,2025-12-19,C1452,East,Electronics,Smartphone,1,454.15,0.0,454.15,331.41,122.74,0.2702631289221623,2025,12,Dec,2025-12
4135,2025-09-05,C1002,East,Accessories,Backpack,4,43.98,0.0,175.92,133.81,42.11,0.23937016825829924,2025,9,Sep,2025-09
4136,2025-07-27,C1010,Central,Office Supplies,Printer Paper,4,11.81,0.05,44.88,37.04,7.84,0.1746880570409982,2025,7,Jul,2025-07
4137,2025-11-29,C1256,North,Office Supplies,Stapler,5,16.05,0.05,76.24,57.63,18.61,0.24409758656873035,2025,11,Nov,2025-11
4138,2025-01-15,C1576,North,Accessories,Keyboard,3,35.56,0.05,101.35,79.94,21.41,0.211248149975333,2025,1,Jan,2025-01
4139,2025-07-01,C1585,West,Electronics,Headphones,2,97.01,0.15,164.92,139.52,25.4,0.1540140674266311,2025,7,Jul,2025-07
4140,2025-05-05,C1506,North,Furniture,Desk,4,283.53,0.0,1134.12,901.98,232.14,0.20468733467357952,2025,5,May,2025-05
4141,2025-10-11,C1467,East,Office Supplies,Notebook,4,7.85,0.1,28.26,19.69,8.57,0.3032554847841472,2025,10,Oct,2025-10
4142,2025-09-21,C1039,Central,Furniture,Table Lamp,4,59.15,0.05,224.77,186.32,38.45,0.17106375405970548,2025,9,Sep,2025-09
4143,2024-06-24,C1212,North,Accessories,Backpack,3,43.34,0.1,117.02,94.5,22.52,0.19244573577166296,2024,6,Jun,2024-06
4144,2025-04-22,C1457,North,Electronics,Headphones,6,97.84,0.05,557.69,443.32,114.37,0.20507808997830335,2025,4,Apr,2025-04
4145,2024-05-25,C1243,North,Accessories,USB Hub,4,31.09,0.0,124.36,74.88,49.48,0.3978771309102605,2024,5,May,2024-05
4146,2024-07-25,C1301,North,Electronics,Laptop,3,653.1,0.0,1959.3,1459.44,499.86,0.2551217271474506,2024,7,Jul,2024-07
4147,2025-09-28,C1288,West,Furniture,Table Lamp,2,53.76,0.15,91.39,68.87,22.52,0.24641645694277273,2025,9,Sep,2025-09
4148,2024-09-14,C1281,East,Accessories,Keyboard,7,37.77,0.15,224.73,201.0,23.73,0.10559337872113203,2024,9,Sep,2024-09
4149,2025-07-18,C1464,West,Furniture,Desk,4,277.63,0.1,999.47,813.41,186.06,0.18615866409196874,2025,7,Jul,2025-07
4150,2025-09-30,C1043,North,Electronics,Smartphone,7,519.64,0.15,3091.86,2440.49,651.37,0.21067254015382325,2025,9,Sep,2025-09
